transaction_id,timestamp,sender_account,receiver_account,transaction_type,amount_usd,channel,origin_country,destination_country,is_international,is_cash,customer_id,scenario,known_suspicious,annual_income_usd,occupation,expected_monthly_volume_usd,risk_rating,pep_flag,sanctions_flag,adverse_media_flag,amount_vs_expected,RF_STRUCTURING,RF_HIGH_AMOUNT,RF_INTERNATIONAL,RF_PROFILE_MISMATCH,red_flag_count,rule_alert,rule_risk_score,risk_level,alert_id,red_flags,status,analyst_decision,sar_recommendation
TXN00056703,2025-11-01 20:37:00,ACC0001632,ACC0000148,CARD_PAYMENT,3062.05,Branch,Canada,Turkey,1,0,CUST001632,NORMAL,0,92703.81,Accountant,10857.54,LOW,0,0,0,8.461,0,0,1,1,2,1,36,MEDIUM,ALT0004805,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056711,2025-03-28 02:45:00,ACC0002254,ACC0004208,CASH_DEPOSIT,1320.0,Mobile App,United States,Mexico,1,1,CUST002254,NORMAL,0,60306.45,Accountant,4447.88,LOW,0,0,0,8.903,0,0,1,1,2,1,36,MEDIUM,ALT0004806,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056718,2025-08-25 13:19:00,ACC0001672,ACC0001463,ACH,1891.58,Online Banking,United States,India,1,0,CUST001672,NORMAL,0,80386.96,Software Engineer,4073.95,LOW,0,0,0,13.929,0,0,1,1,2,1,36,MEDIUM,ALT0004807,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056730,2025-06-08 16:03:00,ACC0004271,ACC0004881,CARD_PAYMENT,3986.62,Mobile App,Nigeria,United States,1,0,CUST004271,NORMAL,0,37907.09,Trader,4517.43,LOW,0,0,0,26.475,0,0,1,1,2,1,36,MEDIUM,ALT0004808,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056734,2025-02-03 21:36:00,ACC0002065,ACC0002948,CARD_PAYMENT,2198.2,Phone,Singapore,United States,1,0,CUST002065,NORMAL,0,44244.47,Sales Manager,5779.53,LOW,0,0,0,11.41,0,0,1,1,2,1,36,MEDIUM,ALT0004809,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056746,2025-12-19 08:52:00,ACC0001989,ACC0003278,ACH,2920.38,ATM,United States,United Kingdom,1,0,CUST001989,NORMAL,0,23644.27,Software Engineer,2320.09,LOW,0,0,0,37.762,0,0,1,1,2,1,36,MEDIUM,ALT0004810,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056755,2025-02-26 08:31:00,ACC0002360,ACC0003440,ACH,999.51,Online Banking,Nigeria,United Kingdom,1,0,CUST002360,NORMAL,0,25808.93,Retail Worker,3019.06,LOW,0,0,0,9.932,0,0,1,1,2,1,36,MEDIUM,ALT0004811,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056768,2025-09-06 20:02:00,ACC0001627,ACC0003499,ACH,1661.06,Mobile App,United Kingdom,United States,1,0,CUST001627,NORMAL,0,53007.02,Construction Worker,4919.77,LOW,0,0,0,10.129,0,0,1,1,2,1,36,MEDIUM,ALT0004812,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056773,2025-11-17 13:19:00,ACC0004033,ACC0001077,CARD_PAYMENT,726.75,ATM,United States,Nigeria,1,0,CUST004033,NORMAL,0,30177.62,Trader,2221.94,LOW,0,0,0,9.812,0,0,1,1,2,1,36,MEDIUM,ALT0004813,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056786,2025-03-28 04:02:00,ACC0002899,ACC0000606,CARD_PAYMENT,2200.78,Mobile App,Nigeria,United States,1,0,CUST002899,NORMAL,0,36094.71,Small Business Owner,2701.22,LOW,0,0,0,24.442,0,0,1,1,2,1,36,MEDIUM,ALT0004814,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056799,2025-12-25 21:46:00,ACC0002899,ACC0004991,WIRE,5935.58,Mobile App,Singapore,United States,1,0,CUST002899,NORMAL,0,36094.71,Small Business Owner,2701.22,LOW,0,0,0,65.921,0,0,1,1,2,1,36,MEDIUM,ALT0004815,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056812,2025-11-20 22:04:00,ACC0003637,ACC0004575,CARD_PAYMENT,1127.64,Mobile App,Canada,United States,1,0,CUST003637,NORMAL,0,25458.13,Consultant,946.85,LOW,0,0,0,35.728,0,0,1,1,2,1,36,MEDIUM,ALT0004816,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056831,2025-06-09 10:12:00,ACC0000484,ACC0000411,CARD_PAYMENT,1021.58,Online Banking,United States,India,1,0,CUST000484,NORMAL,0,22821.05,Doctor,2349.0,LOW,0,0,0,13.047,0,0,1,1,2,1,36,MEDIUM,ALT0004817,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056891,2025-01-29 11:17:00,ACC0002606,ACC0004628,CARD_PAYMENT,5152.34,Mobile App,Turkey,United States,1,0,CUST002606,NORMAL,0,66952.32,Construction Worker,4308.49,LOW,0,0,0,35.876,0,0,1,1,2,1,36,MEDIUM,ALT0004818,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056928,2025-11-14 14:17:00,ACC0004191,ACC0000128,ACH,549.34,Online Banking,Canada,United States,1,0,CUST004191,NORMAL,0,42383.45,Teacher,1399.49,LOW,0,0,0,11.776,0,0,1,1,2,1,36,MEDIUM,ALT0004819,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056947,2025-12-11 13:16:00,ACC0003875,ACC0001742,CARD_PAYMENT,564.43,Online Banking,United States,Nigeria,1,0,CUST003875,NORMAL,0,71072.56,Real Estate Agent,2206.3,LOW,0,0,0,7.675,0,0,1,1,2,1,36,MEDIUM,ALT0004820,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056983,2025-12-07 00:17:00,ACC0004687,ACC0002727,ACH,2805.88,Online Banking,Germany,United States,1,0,CUST004687,NORMAL,0,148847.69,Construction Worker,5217.65,LOW,0,0,0,16.133,0,0,1,1,2,1,36,MEDIUM,ALT0004821,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056986,2025-03-22 00:01:00,ACC0002669,ACC0001479,WIRE,3482.61,Mobile App,Nigeria,United States,1,0,CUST002669,NORMAL,0,31774.89,Software Engineer,3439.34,LOW,0,0,0,30.377,0,0,1,1,2,1,36,MEDIUM,ALT0004822,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056988,2025-12-24 10:18:00,ACC0000520,ACC0004954,CARD_PAYMENT,591.63,Mobile App,United States,Germany,1,0,CUST000520,NORMAL,0,66689.99,Consultant,2276.52,LOW,0,0,0,7.797,0,0,1,1,2,1,36,MEDIUM,ALT0004823,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00056989,2025-02-01 11:22:00,ACC0004371,ACC0002165,ATM,485.38,Online Banking,Hong Kong,United States,1,1,CUST004371,NORMAL,0,26801.52,Restaurant Owner,1791.36,LOW,0,0,0,8.129,0,0,1,1,2,1,36,MEDIUM,ALT0004824,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057000,2025-12-12 02:16:00,ACC0001945,ACC0000435,WIRE,2379.24,Online Banking,United States,United Kingdom,1,0,CUST001945,NORMAL,0,104571.21,Doctor,7735.35,LOW,0,0,0,9.227,0,0,1,1,2,1,36,MEDIUM,ALT0004825,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057003,2025-09-08 16:29:00,ACC0001561,ACC0003233,CARD_PAYMENT,458.79,Mobile App,UAE,United States,1,0,CUST001561,NORMAL,0,20440.8,Small Business Owner,1450.72,LOW,0,0,0,9.487,0,0,1,1,2,1,36,MEDIUM,ALT0004826,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057007,2025-12-08 19:39:00,ACC0002705,ACC0004733,WIRE,34780.84,Online Banking,United States,United States,0,0,CUST002705,NORMAL,0,165483.3,Retail Worker,15774.53,LOW,0,0,0,66.146,0,1,0,1,2,1,36,MEDIUM,ALT0004827,"High Amount, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057018,2025-12-03 22:53:00,ACC0001083,ACC0002889,ACH,4414.83,Online Banking,United States,UAE,1,0,CUST001083,NORMAL,0,99916.67,Construction Worker,11610.65,MEDIUM,0,0,1,11.407,0,0,1,1,2,1,46,MEDIUM,ALT0004828,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057056,2025-10-20 12:02:00,ACC0003844,ACC0002313,CASH_WITHDRAWAL,1287.57,Mobile App,United States,Nigeria,1,1,CUST003844,NORMAL,0,45456.62,Student,4872.53,LOW,0,0,0,7.928,0,0,1,1,2,1,36,MEDIUM,ALT0004829,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057063,2025-05-06 20:12:00,ACC0002145,ACC0002945,ACH,3332.24,Online Banking,United States,Mexico,1,0,CUST002145,NORMAL,0,42205.26,Trader,1676.61,LOW,0,0,0,59.625,0,0,1,1,2,1,36,MEDIUM,ALT0004830,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057079,2025-05-30 23:14:00,ACC0003336,ACC0002900,P2P_TRANSFER,5235.99,Branch,Brazil,Singapore,1,0,CUST003336,NORMAL,0,99485.55,Software Engineer,13535.56,LOW,0,0,0,11.605,0,0,1,1,2,1,36,MEDIUM,ALT0004831,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057084,2025-10-18 22:03:00,ACC0003414,ACC0000212,ACH,745.92,Mobile App,United States,Germany,1,0,CUST003414,NORMAL,0,76637.11,Consultant,1921.63,LOW,0,0,0,11.645,0,0,1,1,2,1,36,MEDIUM,ALT0004832,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057104,2025-01-03 12:57:00,ACC0004746,ACC0000744,CARD_PAYMENT,2725.06,Branch,United Kingdom,Germany,1,0,CUST004746,NORMAL,0,68188.37,Doctor,6164.71,LOW,0,0,0,13.261,0,0,1,1,2,1,36,MEDIUM,ALT0004833,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057118,2025-01-21 01:09:00,ACC0001576,ACC0001800,CASH_DEPOSIT,5115.92,Branch,India,United States,1,1,CUST001576,NORMAL,0,14437.42,Teacher,726.92,LOW,0,0,0,211.134,0,0,1,1,2,1,36,MEDIUM,ALT0004834,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057138,2025-08-14 08:22:00,ACC0000404,ACC0000911,CASH_WITHDRAWAL,3290.83,ATM,United States,Singapore,1,1,CUST000404,NORMAL,0,41116.95,Doctor,3673.95,LOW,0,0,0,26.872,0,0,1,1,2,1,36,MEDIUM,ALT0004835,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057149,2025-03-08 07:41:00,ACC0002115,ACC0002193,ACH,666.75,ATM,Brazil,United States,1,0,CUST002115,NORMAL,0,48384.38,Real Estate Agent,1513.64,LOW,0,0,0,13.215,0,0,1,1,2,1,36,MEDIUM,ALT0004836,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057159,2025-01-27 17:16:00,ACC0001782,ACC0004512,CASH_DEPOSIT,858.98,Online Banking,Singapore,United States,1,1,CUST001782,NORMAL,0,14038.91,Student,798.98,LOW,0,0,0,32.253,0,0,1,1,2,1,36,MEDIUM,ALT0004837,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057166,2025-01-25 09:14:00,ACC0000040,ACC0004054,P2P_TRANSFER,4227.17,Online Banking,United States,India,1,0,CUST000040,NORMAL,0,71033.63,Real Estate Agent,10009.82,LOW,0,0,0,12.669,0,0,1,1,2,1,36,MEDIUM,ALT0004838,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057178,2025-10-26 06:44:00,ACC0000687,ACC0002037,ACH,19411.08,Branch,United States,United States,0,0,CUST000687,NORMAL,0,38697.92,Construction Worker,2469.3,LOW,0,0,0,235.829,0,1,0,1,2,1,36,MEDIUM,ALT0004839,"High Amount, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057190,2025-06-01 22:36:00,ACC0000220,ACC0004944,CARD_PAYMENT,945.91,Mobile App,Hong Kong,United States,1,0,CUST000220,NORMAL,0,43007.11,Doctor,2216.85,LOW,0,0,0,12.801,0,0,1,1,2,1,36,MEDIUM,ALT0004840,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057198,2025-01-25 23:17:00,ACC0004683,ACC0004414,WIRE,1317.5,Mobile App,United States,Singapore,1,0,CUST004683,NORMAL,0,58982.74,Restaurant Owner,2834.26,LOW,0,0,0,13.945,0,0,1,1,2,1,36,MEDIUM,ALT0004841,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057216,2025-03-21 11:34:00,ACC0000022,ACC0000721,P2P_TRANSFER,5060.13,ATM,Mexico,United States,1,0,CUST000022,NORMAL,0,81679.05,Restaurant Owner,4616.44,LOW,0,0,0,32.883,0,0,1,1,2,1,36,MEDIUM,ALT0004842,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057222,2025-10-22 22:47:00,ACC0002168,ACC0003818,CARD_PAYMENT,733.84,Online Banking,Mexico,United States,1,0,CUST002168,NORMAL,0,28460.82,Lawyer,1229.16,LOW,0,0,0,17.911,0,0,1,1,2,1,36,MEDIUM,ALT0004843,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057225,2025-04-09 07:51:00,ACC0003778,ACC0002654,ACH,827.6,Mobile App,Brazil,United States,1,0,CUST003778,NORMAL,0,14245.18,Doctor,1395.38,LOW,0,0,0,17.793,0,0,1,1,2,1,36,MEDIUM,ALT0004844,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057253,2025-06-06 22:27:00,ACC0001888,ACC0003805,ATM,908.33,Online Banking,United States,India,1,1,CUST001888,NORMAL,0,22374.07,Sales Manager,1795.13,LOW,0,0,0,15.18,0,0,1,1,2,1,36,MEDIUM,ALT0004845,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057274,2025-05-06 08:37:00,ACC0000717,ACC0004501,WIRE,398.94,Online Banking,United States,Canada,1,0,CUST000717,NORMAL,0,13466.66,Sales Manager,936.62,LOW,0,0,0,12.778,0,0,1,1,2,1,36,MEDIUM,ALT0004846,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057280,2025-03-10 22:10:00,ACC0004461,ACC0001587,CARD_PAYMENT,1998.4,ATM,India,United States,1,0,CUST004461,NORMAL,0,109855.65,Sales Manager,6712.68,LOW,0,0,0,8.931,0,0,1,1,2,1,36,MEDIUM,ALT0004847,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057286,2025-04-13 15:50:00,ACC0001563,ACC0002071,WIRE,2023.48,Branch,United States,India,1,0,CUST001563,NORMAL,0,33299.94,Sales Manager,4018.6,LOW,0,0,0,15.106,0,0,1,1,2,1,36,MEDIUM,ALT0004848,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057297,2025-01-19 11:19:00,ACC0001336,ACC0002171,CASH_DEPOSIT,8245.22,Mobile App,Singapore,United States,1,1,CUST001336,NORMAL,0,53247.47,Restaurant Owner,2805.89,LOW,0,0,0,88.156,0,0,1,1,2,1,36,MEDIUM,ALT0004849,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057298,2025-12-01 12:00:00,ACC0003176,ACC0002255,CARD_PAYMENT,2268.16,Online Banking,United Kingdom,Hong Kong,1,0,CUST003176,NORMAL,0,16940.34,Retail Worker,1555.37,HIGH,1,0,0,43.748,0,0,1,1,2,1,46,MEDIUM,ALT0004850,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057318,2025-11-18 19:34:00,ACC0000849,ACC0000620,CASH_DEPOSIT,3557.18,Online Banking,United States,Turkey,1,1,CUST000849,NORMAL,0,81158.18,Teacher,4746.31,LOW,0,0,0,22.484,0,0,1,1,2,1,36,MEDIUM,ALT0004851,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057321,2025-12-15 00:15:00,ACC0000171,ACC0002012,ATM,2502.66,Phone,United States,Canada,1,1,CUST000171,NORMAL,0,40787.95,Accountant,4347.82,LOW,0,0,0,17.268,0,0,1,1,2,1,36,MEDIUM,ALT0004852,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057334,2025-02-05 03:19:00,ACC0002896,ACC0004218,CARD_PAYMENT,4279.67,Branch,United Kingdom,United States,1,0,CUST002896,NORMAL,0,45454.19,Restaurant Owner,4237.09,LOW,0,0,0,30.301,0,0,1,1,2,1,36,MEDIUM,ALT0004853,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057335,2025-09-28 04:07:00,ACC0004782,ACC0003349,P2P_TRANSFER,1068.82,Online Banking,United States,Germany,1,0,CUST004782,NORMAL,0,51859.18,Lawyer,2229.59,LOW,0,0,0,14.381,0,0,1,1,2,1,36,MEDIUM,ALT0004854,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057340,2025-03-01 19:18:00,ACC0002462,ACC0004525,CARD_PAYMENT,6067.09,Online Banking,India,Mexico,1,0,CUST002462,NORMAL,0,18898.64,Doctor,1665.56,LOW,0,0,0,109.28,0,0,1,1,2,1,36,MEDIUM,ALT0004855,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057344,2025-06-03 21:05:00,ACC0000916,ACC0004765,P2P_TRANSFER,11672.07,Online Banking,United States,United States,0,0,CUST000916,NORMAL,0,43723.56,Student,3647.87,LOW,0,0,0,95.991,0,1,0,1,2,1,36,MEDIUM,ALT0004856,"High Amount, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057345,2025-02-20 21:46:00,ACC0004492,ACC0002711,CASH_WITHDRAWAL,1121.81,Online Banking,Canada,Nigeria,1,1,CUST004492,NORMAL,0,25334.74,Sales Manager,1963.95,LOW,0,0,0,17.136,0,0,1,1,2,1,36,MEDIUM,ALT0004857,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057356,2025-10-25 14:26:00,ACC0001559,ACC0004691,CARD_PAYMENT,1214.95,Online Banking,United States,Nigeria,1,0,CUST001559,NORMAL,0,69236.2,Consultant,3260.13,LOW,0,0,0,11.18,0,0,1,1,2,1,36,MEDIUM,ALT0004858,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057365,2025-04-11 15:06:00,ACC0000028,ACC0004665,ATM,1053.18,Mobile App,Brazil,India,1,1,CUST000028,NORMAL,0,19674.9,Accountant,1990.59,LOW,0,0,0,15.872,0,0,1,1,2,1,36,MEDIUM,ALT0004859,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057366,2025-07-09 02:59:00,ACC0001232,ACC0001405,CARD_PAYMENT,3313.42,Branch,United States,Nigeria,1,0,CUST001232,NORMAL,0,43205.19,Construction Worker,2310.8,LOW,0,0,0,43.017,0,0,1,1,2,1,36,MEDIUM,ALT0004860,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057388,2025-05-19 23:59:00,ACC0001613,ACC0004150,WIRE,685.39,Online Banking,Turkey,United States,1,0,CUST001613,NORMAL,0,23469.06,Software Engineer,759.12,LOW,0,0,0,27.086,0,0,1,1,2,1,36,MEDIUM,ALT0004861,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057390,2025-12-25 04:39:00,ACC0004824,ACC0001457,CARD_PAYMENT,10912.14,Phone,United States,United States,0,0,CUST004824,NORMAL,0,40184.05,Student,3905.34,LOW,0,0,0,83.825,0,1,0,1,2,1,36,MEDIUM,ALT0004862,"High Amount, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057432,2025-11-13 03:42:00,ACC0004522,ACC0002183,INTERNATIONAL_WIRE,17443.37,Online Banking,United States,Canada,1,0,CUST004522,NORMAL,0,63663.52,Sales Manager,5982.47,MEDIUM,0,0,1,87.472,0,1,1,1,3,1,64,HIGH,ALT0004863,"High Amount, International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057446,2025-03-24 03:25:00,ACC0001621,ACC0001770,CARD_PAYMENT,738.41,Mobile App,Brazil,United States,1,0,CUST001621,NORMAL,0,40470.21,Construction Worker,2279.1,MEDIUM,0,0,1,9.72,0,0,1,1,2,1,46,MEDIUM,ALT0004864,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057452,2025-01-26 02:06:00,ACC0001826,ACC0000032,ACH,807.14,Mobile App,Canada,Germany,1,0,CUST001826,NORMAL,0,21759.95,Consultant,556.55,LOW,0,0,0,43.508,0,0,1,1,2,1,36,MEDIUM,ALT0004865,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057492,2025-12-27 09:05:00,ACC0002971,ACC0002308,CASH_DEPOSIT,1366.72,Online Banking,Hong Kong,United States,1,1,CUST002971,NORMAL,0,23542.48,Accountant,1239.74,LOW,0,0,0,33.073,0,0,1,1,2,1,36,MEDIUM,ALT0004866,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057500,2025-11-28 21:47:00,ACC0003033,ACC0002539,P2P_TRANSFER,1550.73,Online Banking,UAE,United States,1,0,CUST003033,NORMAL,0,30883.39,Retail Worker,3718.63,LOW,0,0,0,12.51,0,0,1,1,2,1,36,MEDIUM,ALT0004867,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057510,2025-10-19 20:00:00,ACC0004231,ACC0002813,P2P_TRANSFER,1777.41,Online Banking,United States,Brazil,1,0,CUST004231,NORMAL,0,36898.05,Trader,2959.23,LOW,0,0,0,18.019,0,0,1,1,2,1,36,MEDIUM,ALT0004868,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057512,2025-02-23 18:17:00,ACC0002786,ACC0003727,ACH,3151.82,Mobile App,United States,India,1,0,CUST002786,NORMAL,0,59309.41,Accountant,4750.24,LOW,0,0,0,19.905,0,0,1,1,2,1,36,MEDIUM,ALT0004869,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057515,2025-07-23 22:39:00,ACC0001122,ACC0004568,CARD_PAYMENT,521.24,Mobile App,United States,Brazil,1,0,CUST001122,NORMAL,0,71655.29,Student,1894.65,LOW,0,0,0,8.253,0,0,1,1,2,1,36,MEDIUM,ALT0004870,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057518,2025-11-01 06:03:00,ACC0002097,ACC0004951,CARD_PAYMENT,800.47,Mobile App,Mexico,Canada,1,0,CUST002097,NORMAL,0,39510.99,Small Business Owner,1638.93,LOW,0,0,0,14.652,0,0,1,1,2,1,36,MEDIUM,ALT0004871,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057524,2025-08-15 13:10:00,ACC0003622,ACC0000930,ACH,1977.26,Phone,Canada,United States,1,0,CUST003622,NORMAL,0,53013.43,Teacher,1462.65,LOW,0,0,0,40.555,0,0,1,1,2,1,36,MEDIUM,ALT0004872,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057541,2025-12-20 14:02:00,ACC0001261,ACC0000822,ATM,298.38,Branch,United States,Brazil,1,1,CUST001261,NORMAL,0,29233.81,Restaurant Owner,1142.64,LOW,0,0,0,7.834,0,0,1,1,2,1,36,MEDIUM,ALT0004873,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057564,2025-03-28 16:44:00,ACC0000837,ACC0002915,CARD_PAYMENT,3518.35,Mobile App,Mexico,United States,1,0,CUST000837,NORMAL,0,71548.88,Small Business Owner,7260.58,LOW,0,0,0,14.537,0,0,1,1,2,1,36,MEDIUM,ALT0004874,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057578,2025-04-11 09:23:00,ACC0004546,ACC0004315,CARD_PAYMENT,13626.2,Mobile App,United States,United States,0,0,CUST004546,NORMAL,0,89133.4,Accountant,12653.76,LOW,0,0,0,32.305,0,1,0,1,2,1,36,MEDIUM,ALT0004875,"High Amount, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057607,2025-03-27 00:41:00,ACC0000511,ACC0004249,WIRE,16055.4,Mobile App,United States,Germany,1,0,CUST000511,NORMAL,0,90581.42,Consultant,10788.54,LOW,0,0,0,44.646,0,1,1,1,3,1,54,HIGH,ALT0004876,"High Amount, International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057619,2025-09-14 11:39:00,ACC0000917,ACC0001254,ACH,759.29,Mobile App,Germany,United States,1,0,CUST000917,NORMAL,0,72149.04,Software Engineer,1959.07,LOW,0,0,0,11.627,0,0,1,1,2,1,36,MEDIUM,ALT0004877,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057621,2025-12-19 05:46:00,ACC0002005,ACC0003611,ACH,824.57,ATM,Brazil,United States,1,0,CUST002005,NORMAL,0,95178.16,Retail Worker,2783.45,LOW,0,0,0,8.887,0,0,1,1,2,1,36,MEDIUM,ALT0004878,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057633,2025-11-02 01:31:00,ACC0003652,ACC0003680,INTERNATIONAL_WIRE,563.79,Mobile App,UAE,India,1,0,CUST003652,NORMAL,0,42004.91,Restaurant Owner,1209.38,LOW,0,0,0,13.985,0,0,1,1,2,1,36,MEDIUM,ALT0004879,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057646,2025-03-04 04:20:00,ACC0000212,ACC0002301,CASH_DEPOSIT,3210.97,Online Banking,Mexico,United States,1,1,CUST000212,NORMAL,0,84675.65,Software Engineer,9938.08,LOW,0,0,0,9.693,0,0,1,1,2,1,36,MEDIUM,ALT0004880,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057653,2025-05-02 10:31:00,ACC0000531,ACC0002356,ACH,1266.99,Online Banking,United Kingdom,Nigeria,1,0,CUST000531,NORMAL,0,41652.66,Lawyer,2445.17,LOW,0,0,0,15.545,0,0,1,1,2,1,36,MEDIUM,ALT0004881,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057685,2025-05-04 04:30:00,ACC0004999,ACC0000027,P2P_TRANSFER,431.08,Mobile App,Canada,United States,1,0,CUST004999,NORMAL,0,47539.32,Consultant,1598.11,LOW,0,0,0,8.092,0,0,1,1,2,1,36,MEDIUM,ALT0004882,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
TXN00057703,2025-12-23 16:19:00,ACC0003522,ACC0001153,ACH,534.7,Online Banking,United States,United Kingdom,1,0,CUST003522,NORMAL,0,16042.73,Trader,2054.58,HIGH,1,0,0,7.807,0,0,1,1,2,1,46,MEDIUM,ALT0004883,"International Activity, Profile Mismatch",OPEN,PENDING,NO_AUTO_SAR
